<! Entity=北京 type=短期日内母线负荷预测   createTime='2019-05-23 14:04:02' !>
<StSysLf::北京>
@ID NAME V01 V02 V03 V04 V05 V06 V07 V08 V09 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V67 V68 V69 V70 V71 V72 V73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 V88 V89 V90 V91 V92 V93 V94 V95 V96
#283 宝山/220kV.1#主变-高 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#284 韩村河/220kV.2211未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#285 知春里/220kV.3#主变-高 113.1514 112.3803 113.3442 113.3442 114.3081 116.4286 115.0791 117.3924 119.5131 120.2841 121.0552 119.5131 118.9347 117.3924 117.9708 117.1996 113.5369 112.1875 112.3803 109.4886 108.9103 110.4525 107.9464 102.9342 102.7414 102.7414 99.4642 96.5725 93.6809 91.7531 89.8253 86.1626 82.6925 79.2225 75.3671 73.4393 69.3909 67.656 63.8004 60.5232 61.9713 59.7381 57.6445 56.1092 55.2717 54.1551 53.876 53.0385 52.6198 51.9219 51.224 51.0844 50.9449 50.9449 50.1074 49.9678 50.1074 50.3866 50.3866 51.0844 52.8989 54.0155 54.9926 58.3424 61.9713 63.5066 69.5084 70.625 77.4641 78.9995 84.5825 88.4906 96.1672 101.471 102.4481 107.054 109.9851 109.1477 112.7766 112.3579 115.8473 115.9868 115.0098 115.9868 116.266 117.8013 117.8013 119.3366 118.3596 117.8013 117.8013 115.1494 115.7077 116.1264 117.5222 115.1494
#286 西大望/220kV.1#主变-高 74.6124 73.9953 73.2239 75.2295 75.5381 75.3838 76.618 75.2295 76.3095 75.5381 77.3893 77.235 76.0009 73.2239 71.8354 76.7723 72.6067 68.4412 71.6811 69.5212 66.2813 68.1326 65.3556 62.8872 63.5043 59.493 60.2644 59.3387 58.1045 54.2475 51.9334 50.3906 46.8422 46.2251 44.6823 42.9852 41.4424 42.6767 39.7453 38.0483 35.3039 34.048 32.7921 32.3735 31.9549 31.1176 30.8386 30.4199 29.8618 29.5827 29.4432 29.3036 29.1641 29.0197 28.8753 28.7791 29.0245 29.3036 29.1641 29.3036 30.5595 31.8153 32.0944 33.9085 35.583 37.9552 40.3274 42.6995 46.6067 47.8626 52.3279 56.235 61.9562 61.9562 65.0261 69.2123 71.7241 73.5381 73.9567 77.8639 75.9103 78.0034 75.4917 77.1662 80.0965 79.6779 78.5616 80.0965 81.0733 81.0733 79.3988 77.0266 80.5152 77.7243 78.422 77.3057
#287 马坡/220kV.2#主变-高 51.7882 51.3076 51.327 51.9218 53.1432 53.1325 54.3392 54.378 55.5721 55.5797 57.4586 56.8678 57.4731 57.5439 59.3212 59.912 59.3115 60.5508 61.1408 61.1169 61.7509 63.0058 63.8699 64.08 64.0951 64.8061 64.2326 64.2178 63.0204 61.8302 60.0307 57.6704 54.6541 51.6803 48.6813 45.7476 42.7706 40.4005 38.6062 36.2033 36.5578 35.0966 34.6083 33.6309 33.1393 33.1359 32.6534 31.6989 31.6989 31.5322 31.294 31.0657 30.8221 30.518 30.4453 30.4558 30.7434 31.232 31.232 31.2166 32.187 33.1769 35.1011 36.5479 39.0178 41.4878 43.0164 44.1005 45.0804 45.5534 46.5117 47.9499 49.9983 50.532 51.573 53.5976 53.6495 55.6106 56.0675 57.0613 56.5642 58.7326 60.7111 60.6949 58.8397 58.3014 57.8754 58.8345 55.0753 54.0854 53.5897 53.0949 52.5967 52.8767 53.3764 53.8855
#288 宝善庄/220kV.2#主变-高 0.1666 0.1661 0.1651 0.1658 0.1671 0.1655 0.166 0.1679 0.1677 0.165 0.1674 0.166 0.1667 0.1669 0.1664 0.1645 0.1634 0.1647 0.1646 0.167 0.1638 0.1673 0.1653 0.1639 0.1665 0.1645 0.1668 0.165 0.1649 0.1631 0.1651 0.1654 0.1635 0.164 0.163 0.161 0.1612 0.1616 0.1634 0.1637 0.1728 0.1716 0.1722 0.1703 0.1743 0.174 0.1715 0.1778 0.1731 0.174 0.1687 0.1687 0.1713 0.1737 0.1695 0.1723 0.1726 0.1688 0.1695 0.1726 0.1735 0.1776 0.1686 0.1686 0.1747 0.1762 0.177 0.173 0.1781 0.1721 0.1736 0.1751 0.1781 0.1809 0.1743 0.1822 0.1759 0.1802 0.1789 0.178 0.1769 0.1777 0.1762 0.1774 0.179 0.1779 0.1796 0.1742 0.1747 0.1811 0.1801 0.1767 0.1775 0.1796 0.1792 0.1763
#289 草桥/220kV.2#主变-高 61.5138 61.1311 60.9613 61.0499 62.4739 63.3943 65.3162 65.2048 65.9442 67.4191 67.8981 70.2727 68.3452 68.33 67.1795 67.719 67.006 66.4667 65.5387 66.9664 67.6774 68.0981 68.2565 69.9388 70.2689 69.6729 71.1139 69.6427 68.7675 66.9664 64.5504 62.8266 58.2114 56.1538 53.9 50.2033 45.907 43.606 40.114 38.0289 38.9962 37.558 36.4872 35.1713 34.657 33.9977 33.2283 33.2947 32.577 32.4427 32.3951 32.011 31.6216 31.3276 31.2329 31.3766 31.6223 32.5461 31.6901 33.0322 34.4844 36.0226 37.4694 39.632 42.4739 44.7426 46.2747 49.0059 50.9005 51.5101 53.6639 54.71 55.4673 56.328 58.9155 59.9186 61.166 60.9807 61.7206 62.5343 64.1241 64.774 64.4075 66.2175 66.5948 66.568 67.097 66.2041 65.8886 65.4441 64.0463 63.2594 62.8002 63.0002 62.2684 62.1556
#290 西沙屯/220kV.1#主变-高 86.9379 87.5255 88.1126 88.1139 88.6982 87.5255 87.5255 91.0457 90.4594 91.0467 92.2184 93.9794 94.5668 93.392 96.3248 95.7384 93.392 96.3259 93.391 93.392 93.9783 95.7384 98.6702 99.8429 101.0176 100.4313 102.7767 102.1914 98.0828 96.3268 94.5657 92.8067 87.5255 83.42 82.2463 79.3125 76.3798 72.8607 71.1006 68.7552 62.5998 62.5998 60.9259 57.5774 58.694 58.1355 55.3469 54.7893 55.9045 53.6726 53.115 54.7893 54.2316 54.0611 54.3097 54.0857 53.1147 53.6731 53.6726 54.7883 56.4627 58.6937 62.0412 64.2727 67.0628 68.7367 71.5249 73.7554 74.3151 73.7555 75.4294 77.6619 83.2412 84.3555 83.2412 86.0294 86.0304 86.589 90.4924 90.8943 91.2952 91.6954 91.0501 91.0501 92.1654 90.4924 89.9348 88.2628 86.0304 85.4727 86.588 83.7988 84.9151 84.9141 87.1457 86.588
#291 左安门/220kV.3#主变-高 26.3739 27.7139 27.2266 26.2521 25.643 26.6784 26.8002 27.4093 28.993 26.983 30.272 26.6175 28.6884 29.9066 26.8002 28.2012 26.4957 25.3993 28.7494 26.1911 28.1403 29.3585 28.0184 30.1503 28.7494 28.8712 28.8712 27.8966 28.9321 28.2621 27.4093 26.983 25.4602 25.582 22.7802 21.8056 21.3793 19.0038 18.0292 17.0547 13.7808 13.3584 12.5664 12.3552 11.9328 11.7744 11.4576 11.1936 11.1936 10.9824 10.8768 11.088 10.7184 10.7184 10.824 10.7184 10.7712 10.6128 10.7184 11.0352 11.7216 12.9888 13.2528 14.256 17.7936 16.2096 19.2192 18.5328 21.2784 23.3904 20.9088 21.0672 24.816 22.1232 23.0736 24.816 25.1328 27.192 24.4464 26.1888 25.1328 27.5616 27.0864 27.2976 27.456 29.1456 27.7728 26.5584 26.4 25.5552 26.8752 25.344 27.2976 27.5616 26.7696 24.9216
#292 回龙观/220kV.2#主变-高 92.1638 89.2548 92.7453 93.0356 92.1638 92.7445 95.3611 97.1055 97.6857 98.5602 95.9429 95.9429 99.1395 97.3967 96.2333 95.9447 102.6301 104.374 102.9202 104.374 102.9202 110.1887 108.1527 111.6431 111.3511 111.0617 114.2585 109.8985 108.1527 107.8615 105.2453 102.6291 99.4306 97.3967 93.0373 90.13 85.1849 81.4065 80.5327 74.4268 65.4492 62.4248 61.0498 59.3998 57.7505 56.1002 55.5498 55.0 53.8998 52.7998 51.9754 51.6992 51.9746 52.5249 51.4252 51.6993 52.5244 53.0743 51.9746 53.6256 56.6502 59.1256 60.775 61.8755 65.1738 68.4746 71.7734 78.6484 79.4746 81.125 83.3242 84.1496 86.8994 84.9746 87.7246 87.4492 90.75 94.5996 93.2246 92.1266 99.5488 95.9746 96.25 97.0742 99.0 96.5234 97.075 99.5492 95.4255 94.8759 95.6992 92.9492 92.3984 92.125 92.4 95.1494
#293 昆玉河/220kV.2#主变-高 69.5824 70.2073 69.2701 68.9577 69.2701 71.4568 70.5196 71.4568 70.832 71.1443 74.0011 72.8108 72.5728 73.0187 70.5196 69.8948 68.3329 66.7709 67.0833 66.4586 65.5214 65.5214 66.1461 64.5842 64.2718 63.9593 62.7098 60.5231 59.5859 57.7115 55.5249 54.9 52.0886 49.277 48.6522 44.9035 44.9035 43.654 41.4672 39.2805 36.025 34.925 34.375 33.825 33.0 32.45 32.175 31.9 31.625 31.35 31.075 31.075 30.8 30.525 30.525 30.8 31.075 31.35 31.075 31.625 33.55 34.1 35.75 36.575 39.6 40.15 44.275 44.825 46.475 49.225 50.875 53.625 59.95 59.4 62.975 65.725 69.3 69.575 70.95 71.775 71.225 71.775 71.775 72.325 71.775 73.7 73.425 73.425 71.5 72.05 71.225 71.5 70.4 71.5 70.4 70.675
#294 吉利/220kV.4#主变-高 46.0758 46.7658 46.7428 47.499 47.5895 48.9354 49.2437 49.5992 50.3206 51.2744 51.5208 51.2036 51.9847 51.0859 51.8116 51.9655 52.0939 51.9989 52.2593 52.4718 53.187 54.4066 55.1747 54.6251 55.5555 55.64 55.345 55.6009 55.3925 55.7106 54.4553 54.1662 52.8931 51.3529 49.9446 49.081 46.8633 46.1362 45.3357 43.5808 40.1638 38.5451 39.2554 39.8784 39.62 38.9743 39.0161 38.0707 39.0239 39.6358 38.8051 39.8127 38.7958 39.6021 39.8751 38.7042 39.9471 40.2106 38.3895 39.9263 41.4278 41.6366 43.2016 44.1591 46.3524 46.9606 45.642 46.3868 47.3565 45.9667 46.952 48.5628 50.1213 50.395 51.0376 50.7372 51.2728 51.3869 52.4675 53.2382 53.1287 53.3303 53.9624 52.8928 52.4083 51.082 49.0469 45.4276 46.3401 45.4202 44.8422 43.8397 43.8474 43.6495 43.8098 44.6759
#295 怀柔北/220kV.3#主变-高 39.7291 39.4495 39.7955 39.5698 40.4534 40.9772 41.7018 42.1422 42.3615 42.7539 42.8933 42.6332 42.3264 41.8065 41.6857 41.06 40.4979 39.7595 39.533 38.893 39.1105 39.6991 40.5532 41.2297 41.3436 41.4794 41.242 41.5648 41.1954 40.2118 39.0994 38.0179 36.8533 35.5656 34.7041 33.506 32.9153 31.9839 30.9048 30.0548 30.5931 30.5344 30.3857 29.9647 29.7206 29.1367 29.0527 28.2207 28.8347 28.2681 27.8424 27.9256 28.0756 28.0134 27.9549 27.6516 27.5039 27.8961 27.4135 29.1522 29.8895 30.3746 31.4962 32.7154 33.8964 33.072 33.5089 34.8403 34.994 35.2066 35.5176 38.7808 41.2381 43.0416 42.8294 44.1563 43.4449 43.264 44.7846 43.2608 45.6681 47.249 47.5686 46.7089 47.3409 45.1635 43.7627 40.1719 38.8841 38.2597 39.2182 40.5151 41.5942 41.9382 42.7818 42.3894
#296 清河/220kV.3#主变-高 74.0532 71.0935 72.9432 74.0532 73.3133 73.6833 77.3829 77.0129 79.6027 81.0825 79.6027 80.3426 80.7125 81.4524 79.2326 79.9725 78.1228 78.4927 80.3426 79.2326 78.4927 79.2326 79.9725 80.3426 79.2326 79.2326 78.1228 78.1228 75.9029 75.533 74.4231 71.4634 67.3939 67.0239 61.8446 58.8849 52.9655 51.1157 48.156 43.7165 46.618 45.5014 43.5474 42.71 41.5934 41.035 40.1976 39.9184 39.6393 39.081 39.081 38.5227 38.2436 38.5227 38.643 38.3361 38.1851 38.5227 38.8018 39.081 39.9184 41.3142 42.9891 45.5014 48.293 50.247 53.0385 54.7134 58.0632 58.6215 61.1338 65.3211 68.3918 70.0666 70.0666 72.2998 72.579 73.4165 76.208 77.0454 77.6037 78.162 77.6037 76.208 77.0454 76.4871 79.2786 77.6037 77.6037 76.208 75.9288 73.6956 77.6037 74.2539 75.9288 75.3705
#297 老君堂/220kV.2#主变-高 69.9288 69.3842 71.0181 69.9288 70.655 71.0181 72.4706 71.7443 73.7414 73.3783 75.5569 75.92 79.0065 77.9171 78.8248 77.1909 79.5511 79.5511 81.7297 81.9112 84.0899 85.1792 88.8101 89.5364 88.9918 90.4441 89.3548 88.2655 86.45 86.8131 82.6374 78.8248 74.8307 72.4706 68.8395 63.5746 60.6697 56.3125 53.0447 50.1398 48.3593 46.8858 45.8141 44.3405 43.5368 42.5991 41.9293 41.2595 40.7236 40.1878 39.384 39.2501 38.8482 38.9822 38.8482 38.5803 38.7142 38.9822 38.8482 39.652 40.3217 41.9293 43.8047 45.4122 48.6272 51.1724 53.3158 56.3969 58.2723 57.7365 61.0854 63.6307 66.8457 67.5155 69.6588 68.989 73.4097 73.6776 73.4097 74.7493 74.8832 74.2134 75.4191 75.687 77.0266 76.7587 76.6247 75.687 77.1606 75.4191 73.9455 74.0795 73.4097 75.0172 73.8116 74.3474
#298 榆管营/220kV.榆燕 68.7483 68.7483 68.413 69.0837 69.0107 69.3374 69.8404 69.419 69.0837 70.0897 69.419 69.7544 69.7544 69.0837 69.0837 69.7544 69.419 70.0897 69.7544 69.419 70.0897 70.0897 70.4251 71.0958 70.4251 71.4312 71.0958 70.4251 70.7605 69.7544 69.7544 68.413 67.7422 67.4069 66.7362 66.4008 65.7301 65.0594 65.3947 64.724 62.9116 63.5808 62.9116 62.5769 62.9116 62.5769 61.9077 62.9116 61.9077 62.2423 61.9077 61.2384 61.9077 61.573 62.2423 61.9077 62.5769 62.2423 62.5769 62.5769 62.2423 62.9116 63.5808 63.9155 65.254 65.254 65.5887 65.254 65.5887 65.5887 65.9233 66.9272 67.5965 67.2618 67.2618 68.2657 68.2657 68.935 68.935 69.6043 69.2696 69.6043 69.6043 69.2696 69.6043 70.6082 70.2736 70.2736 68.935 69.6043 69.6043 68.935 68.6004 68.6004 68.8318 69.0631
#299 团河/220kV.2216未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#300 东北郊/220kV.2#主变-高 86.7815 86.4281 87.3143 86.0613 87.06 86.6932 88.3906 86.6208 86.661 87.7935 88.2327 88.2166 87.2821 86.3344 84.8122 84.3115 83.001 83.1603 82.0773 82.7038 82.0278 82.2419 83.1242 81.7346 80.4816 81.2366 79.0116 76.9259 76.12 74.6046 73.4909 70.8415 67.4078 65.97 64.3689 62.3434 62.0932 60.6112 59.7812 58.2886 54.7903 53.7011 52.7046 52.4507 51.5316 51.0366 50.3791 50.0517 49.8829 49.1455 48.6054 48.3721 48.5319 48.0356 48.0807 48.1723 48.4765 48.6209 47.9854 48.064 48.3966 49.1055 49.9666 50.7556 53.0166 54.4165 57.4561 57.0281 59.525 60.2082 64.3036 66.174 69.0022 73.3618 74.6651 80.4465 80.9299 83.6963 85.2663 88.3317 89.2186 91.2424 91.4513 91.2038 91.8122 90.304 90.9408 93.2869 91.1006 92.0365 91.0078 91.0207 91.6859 91.5131 90.603 90.9743
#301 大刘庄牵引站/220kV.1#主变-高 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#302 翠湖热电厂/220kV.2#主变-高 -54.2964 -54.2964 -54.3948 -54.3948 -54.3609 -54.4933 -54.4254 -54.3948 -54.484 -54.5731 -54.6623 -54.7514 -54.5884 -54.6564 -54.6564 -54.6224 -54.5239 -54.4933 -54.3609 -54.2318 -54.1333 -54.1978 -53.9058 -53.9703 -55.013 -55.2405 -55.1114 -55.2405 -55.6991 -55.6651 -55.9266 -55.3085 -55.2099 -54.8499 -54.7208 -54.7514 -54.7208 -54.7854 -54.6224 -54.5579 -55.9392 -56.1067 -55.8067 -55.8381 -55.9043 -56.0404 -55.8729 -55.8381 -55.9043 -55.8729 -55.7369 -55.9741 -55.8381 -55.5694 -55.6043 -55.5032 -55.402 -55.3706 -55.3706 -55.5694 -55.5032 -55.7055 -55.8067 -55.538 -55.6392 -55.7369 -55.7055 -55.6043 -55.7369 -55.9043 -55.9043 -56.0404 -56.309 -56.2392 -64.1129 -66.7259 -66.8933 -67.0608 -67.162 -67.0922 -67.2282 -67.2282 -67.2945 -67.2282 -67.4271 -67.3294 -67.5283 -67.4969 -67.7969 -67.762 -60.6279 -58.0498 -57.9486 -57.9835 -58.0498 -58.2173
#303 翠湖热电厂/220kV.0#启备变-高等值负荷 0.3163 0.3163 0.3204 0.3187 0.3168 0.2918 0.2668 0.2697 0.2646 0.2662 0.2673 0.2697 0.2673 0.2646 0.2646 0.2681 0.2636 0.2644 0.2768 0.2883 0.2922 0.2883 0.2883 0.2848 0.2883 0.2883 0.2865 0.2922 0.2916 0.2606 0.2348 0.2038 0.1731 0.1497 0.1497 0.1701 0.2043 0.2386 0.2055 0.2221 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#304 吕村/220kV.2#主变-高 50.5816 50.219 50.6645 51.919 50.4047 51.1049 51.126 54.2162 52.0501 53.8501 54.8474 56.6293 55.7243 56.0992 55.5798 55.9302 54.7391 55.3824 54.505 54.4631 54.7433 57.5337 58.5979 58.2217 60.5257 61.6504 59.3138 58.2906 59.8811 58.4726 59.3562 54.817 52.4918 50.639 49.663 45.4354 44.225 42.1541 40.1292 37.6509 41.8 41.25 45.65 39.6 38.5 40.7 37.95 37.675 37.4 37.125 36.025 39.875 38.775 41.525 37.4 36.575 33.0 35.2 35.2 36.85 38.5 37.95 39.325 45.1 42.35 45.375 46.2 47.85 61.875 50.325 51.425 50.6 55.55 53.075 58.025 56.1 60.775 59.95 62.7 61.6 62.15 61.6 61.875 66.0 61.6 62.7 59.95 63.525 61.325 57.475 61.6 56.375 61.6 59.95 56.65 59.95
#305 堰上/220kV.4#主变-高 52.4148 52.5407 52.5413 52.4877 52.2562 52.7188 52.7187 52.9492 52.9491 53.4122 54.2217 53.2971 53.1811 53.1811 52.8342 51.6785 52.6031 53.066 52.7186 53.6429 53.6429 53.5281 54.4535 53.9901 53.9906 54.1056 54.3367 54.1062 53.7595 53.2969 52.7186 51.4468 50.6376 49.8284 48.9026 48.209 48.3255 47.8624 47.5152 46.5911 44.3517 43.6914 43.1631 42.3715 41.8438 41.5795 41.184 40.9205 40.7873 40.3916 40.1279 39.9957 39.8641 39.7316 39.8641 39.2033 39.4682 39.0721 39.0713 39.2031 39.4682 39.468 40.26 40.6559 41.5791 42.5039 42.7678 43.5596 44.8801 45.5391 47.2564 48.9723 50.5561 52.4037 53.8557 54.3842 54.9113 55.8363 56.3633 56.4951 57.6844 57.4205 57.4205 58.0795 56.6285 55.9682 56.0998 54.9119 54.3844 54.1197 54.2521 54.1199 55.0439 55.0441 54.9111 55.5717
#306 广阳/220kV.3#主变-高 47.8987 48.3958 47.9291 48.8829 50.8002 48.8933 50.064 50.7472 51.7924 51.2152 52.6851 54.6472 54.8291 57.0199 55.0026 54.4589 55.3877 54.6426 56.7759 56.276 59.4475 57.3563 58.9176 60.6328 60.3035 59.3195 62.234 59.7059 58.8995 58.0378 53.9369 52.2435 48.0435 45.6124 43.8308 40.0383 39.3264 38.4094 37.1557 34.6041 31.9282 30.9382 30.1554 28.7773 28.5595 27.2448 26.9966 27.221 26.7379 26.9623 26.1809 26.8871 26.5914 26.2482 25.6898 26.0317 25.7334 26.0766 25.5974 25.8944 26.8633 30.4603 29.2591 30.6253 33.2204 36.0122 37.6649 37.5289 37.9606 39.4337 40.924 43.0307 43.0412 44.8338 48.0242 49.2426 48.3463 51.5935 50.4926 53.295 52.243 52.3684 52.569 54.5464 54.1028 53.4415 55.3898 54.8922 52.796 53.984 52.136 50.9256 51.5302 49.9066 51.6754 52.004
#307 望京/220kV.2#主变-高 62.7004 63.2502 63.2502 63.4336 63.9835 63.6169 64.3501 65.4499 64.9 65.4499 65.0833 67.0995 64.5334 66.3664 63.9835 62.3338 61.234 60.6841 60.1342 62.1505 59.7676 59.7676 60.1342 59.7676 59.0344 56.8348 56.6516 54.4519 53.1689 54.8185 51.5191 49.8695 47.4866 45.2871 43.0874 42.3543 39.6048 38.1384 36.672 35.5722 34.0793 33.1148 32.4718 31.9895 31.3465 30.7035 30.2212 29.8997 29.5782 29.2567 29.2567 28.9352 28.7745 28.6861 28.5187 28.6198 28.6137 28.9352 29.096 29.4175 29.739 30.2212 31.3465 32.4718 35.2045 37.5354 39.8663 43.0813 44.2066 46.7786 48.7076 50.3151 53.8517 57.0667 56.9059 60.2817 61.7285 63.6575 64.9435 65.1043 65.5865 65.5865 66.8725 67.194 67.3548 67.837 67.9978 69.2838 68.3193 67.9978 67.194 66.551 66.7118 66.3903 66.0688 66.7118
#308 莲花池/220kV.3#主变-高 57.9055 56.6506 57.5611 55.7268 58.5769 58.2992 59.6418 62.1588 59.7269 61.4728 60.8889 60.0648 61.2685 61.3319 61.2606 63.5178 60.6632 63.7472 64.041 63.4721 62.9089 61.6719 59.2946 61.9477 59.0498 61.73 59.4305 62.2551 56.719 55.9292 53.4693 51.2235 48.5569 45.4758 45.7312 43.7301 41.4061 39.575 37.1653 35.6266 30.453 29.3359 28.4438 27.8959 27.6492 26.8102 26.6213 26.2921 26.1994 26.1588 25.7535 25.768 25.5433 25.4891 25.6294 25.7668 25.7022 26.0547 25.9687 27.1362 27.984 30.2046 30.2249 31.6425 35.4877 38.3964 39.7763 40.0034 41.5482 42.7102 45.427 47.1861 53.3054 52.0333 52.2259 59.9957 56.4714 59.8437 57.4545 57.8492 59.2992 59.4898 61.3464 61.8391 60.9077 62.3261 61.6498 61.77 61.7642 60.4507 60.2386 57.8545 57.9323 58.4228 58.9885 58.5551
#309 石景山电厂/220kV.3#启备变-高等值负荷 0.7178 0.7606 0.9532 1.0388 1.2101 0.8676 0.8034 1.0228 1.2421 1.1031 0.9105 0.9318 0.8462 0.5787 0.6803 0.782 1.2253 1.0418 1.2253 0.8966 0.568 0.8461 1.3383 1.4025 0.996 0.5894 0.7392 0.8889 1.0494 1.1886 1.2313 1.0174 0.8034 1.0602 0.9318 0.8676 0.9961 1.0175 1.0389 0.7607 1.3367 1.0904 1.1256 0.7034 0.3215 0.6431 0.9648 0.7503 0.5359 0.4092 0.2045 0.263 0.3215 0.6431 0.9648 1.6081 0.9648 0.6431 1.2865 0.6432 0.9648 0.4823 0.4823 0.8039 0.9647 1.2864 0.6431 0.4018 0.4822 0.5626 0.9647 1.2864 1.6081 0.8038 1.2059 1.608 0.9647 1.2864 1.2864 1.0451 0.8039 1.1255 0.8038 0.8039 1.2864 0.8039 0.8039 1.1255 1.0451 0.9511 0.9512 1.1295 1.608 1.5276 1.4472 0.6431
#310 韩村河/220kV.3#主变-高 37.0222 36.2958 35.1546 36.3187 34.86 37.7783 36.6805 35.872 39.4124 41.1483 41.0984 41.4315 40.7931 43.0543 41.5736 36.8163 41.6276 42.5541 38.5374 39.8104 39.5765 41.1165 41.4141 40.8874 40.5484 41.7733 43.4104 39.2718 38.947 39.0288 37.9907 38.2118 35.7953 40.1858 35.2623 33.594 34.684 30.6049 31.4728 30.9024 29.9177 30.4079 32.757 27.2725 27.4502 29.2378 29.5471 28.4885 28.1674 27.7514 29.1417 28.565 28.3963 28.0868 29.286 29.2809 28.4328 30.3231 28.9101 29.5096 31.9499 33.1031 33.009 32.3224 36.5169 34.905 35.6839 31.6869 30.7099 31.7211 38.294 32.3133 33.8296 33.1058 34.2493 34.7534 37.9912 35.4911 35.7848 38.4127 36.544 37.6976 37.9583 38.5614 38.9115 37.3581 38.9117 36.3899 35.287 35.4698 32.7805 38.9901 38.8651 35.9958 36.7388 36.5401
