<! Entity=北京 type=短期日内母线负荷预测   createTime='2019-05-23 14:04:02' !>
<StSysLf::北京>
@ID NAME V01 V02 V03 V04 V05 V06 V07 V08 V09 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V67 V68 V69 V70 V71 V72 V73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 V88 V89 V90 V91 V92 V93 V94 V95 V96
#83 马坡/220kV.1#主变-高 52.1561 52.6942 52.7484 53.2971 53.2969 53.8541 54.3453 55.8314 55.8334 56.397 57.4295 57.4407 58.514 58.005 58.5083 59.0046 59.5038 59.9982 60.9811 61.4693 62.4779 64.4816 64.9839 64.9839 64.5086 64.018 64.5248 63.4761 62.4817 61.4446 59.9593 57.4856 54.5096 52.0169 49.5556 47.5724 45.0687 43.0952 40.6431 39.1582 36.3882 35.4265 34.4586 33.4804 32.9858 32.9858 32.5088 31.5467 31.5467 31.0747 30.9522 30.5548 30.451 30.2125 30.3141 30.0456 30.5808 31.0715 31.0825 31.0875 32.0974 33.0812 35.0228 36.9765 39.4765 41.4548 42.9456 43.9304 44.9008 45.4176 46.8891 47.9158 49.8863 50.4385 51.4907 53.5195 53.5325 55.4855 55.9898 57.029 56.5279 58.662 60.4111 60.4214 58.8091 58.277 57.7698 58.8321 55.0858 54.0935 53.5947 53.1107 52.114 52.8494 53.3673 53.8799
#84 平谷/220kV.1#主变-高 27.7593 27.7593 28.6005 28.8109 30.0727 30.2829 31.755 32.1756 32.3859 33.0168 33.2271 33.6477 34.4889 34.0683 34.6992 34.9095 35.1198 35.3301 36.5919 36.1713 36.3816 37.6434 38.064 38.064 37.4331 37.4331 37.0125 37.0125 35.961 35.7507 34.6992 33.2271 30.9138 29.8623 28.1799 26.7079 25.2357 24.6049 23.5534 22.7123 21.717 21.2598 20.8026 20.574 20.1168 19.8882 19.431 19.6596 19.6596 19.5905 19.2564 19.2609 19.4158 19.1941 19.3708 19.431 19.431 19.6596 20.3454 20.574 21.9456 23.0886 23.7744 24.6888 26.289 26.5176 26.9748 27.6606 27.2034 27.432 26.0604 26.0604 26.7462 27.2034 28.1178 29.2608 28.3464 29.9466 30.6324 32.004 31.0896 32.9184 32.9184 33.147 33.147 32.6898 32.6898 31.3182 30.1752 28.575 27.8892 26.0604 26.289 25.6032 26.5176 26.7462
#85 龙潭湖/220kV.2#主变-高 24.1297 23.5803 23.8883 24.339 24.9253 25.3532 25.281 25.4397 25.8493 25.8843 25.5889 25.7638 26.5239 25.7159 25.6259 25.1628 24.5219 24.5049 24.5056 24.44 23.6604 23.2254 24.4493 22.544 23.3689 23.1004 22.6175 22.8015 21.9298 20.3291 20.0513 19.1991 17.6089 17.1676 15.7222 15.0755 14.4146 13.1933 12.4714 11.872 13.5246 13.0657 12.607 12.607 12.1391 12.1391 11.7184 11.7112 11.6846 11.6242 11.2379 11.0347 11.0856 11.0588 10.9597 10.962 11.1065 11.3093 11.3168 11.3389 11.6779 12.6135 13.0807 13.8839 14.9325 15.4479 16.3264 17.034 18.1821 18.2125 19.1909 20.0367 21.0328 22.0986 22.803 23.6161 24.7687 24.631 24.8165 25.4311 25.8348 26.0152 26.2334 26.4349 27.8054 27.0883 27.0042 27.6928 27.0931 26.8425 26.0783 26.1923 26.6254 26.1591 26.4626 25.793
#86 富力城/220kV.1#主变-高 52.5776 49.2961 50.9368 50.1165 51.1419 51.347 49.7063 57.705 54.0132 55.0387 51.7573 50.3216 50.9368 55.654 49.7063 54.2183 50.1165 49.091 51.1419 45.8096 50.7318 45.8096 42.5281 45.1942 42.3229 41.9127 40.272 41.0924 37.8108 35.5549 38.8363 35.1447 35.1447 30.8377 29.4021 27.5562 29.4021 27.9664 25.0951 24.2747 27.5019 26.3761 26.0544 25.0894 24.9286 24.607 24.2853 23.642 23.3203 23.4812 23.1595 23.1595 22.9987 22.8378 22.8378 22.9987 23.1595 23.3203 23.3203 24.1245 24.1245 24.4461 27.6627 30.236 28.6277 28.9494 32.3268 34.7392 38.76 39.8858 40.5291 45.5148 50.6614 47.4448 50.5006 50.8222 50.5006 54.1996 51.4655 50.5006 50.983 53.2347 52.7522 53.0738 52.5913 53.5563 53.2347 54.843 53.2347 52.913 55.1646 54.0388 52.1089 55.6471 52.5913 54.0388
#87 八里庄/220kV.4#主变-高 60.946 61.7623 61.3542 62.5786 61.7623 63.395 62.9868 64.6194 62.5786 67.0684 66.2521 66.6603 66.6603 63.8031 62.1705 63.8031 64.2113 62.5786 65.4358 60.1297 58.4969 62.9868 61.3542 58.9051 58.4969 60.5377 57.2724 57.2724 52.7825 51.9662 49.9254 46.6601 44.2111 42.1702 40.1294 37.2723 34.8233 31.9661 30.7416 31.1498 33.55 32.45 31.35 30.8 30.25 29.975 29.7 29.425 29.15 28.875 28.6 28.325 28.6 28.325 28.325 28.6 28.875 28.875 29.15 29.7 31.075 31.9 33.825 34.1 36.575 39.05 41.25 44.0 47.575 50.875 53.075 55.0 55.275 59.125 61.6 63.8 65.45 66.55 65.45 66.0 68.475 66.825 65.45 66.275 66.275 66.825 66.0 65.725 65.725 64.625 65.175 63.8 65.175 63.25 63.25 62.425
#88 东升/220kV.4#主变-高 71.2232 74.3903 74.5212 73.1682 74.6057 76.923 76.9258 76.2588 80.2851 78.5325 77.6787 78.6348 79.8215 78.6253 77.0485 78.9226 77.039 74.2525 73.9115 75.2346 70.7049 72.9923 73.0386 75.4351 72.9295 71.2301 71.7742 71.0118 69.5824 69.0273 65.8575 64.8959 62.9046 62.3495 59.567 57.7066 55.7589 54.1849 52.5578 50.8146 46.2039 44.706 41.7824 40.9097 39.8217 44.6815 39.067 38.7028 38.2626 42.8381 41.4601 37.1837 36.8433 36.561 36.2555 36.4283 36.5166 36.3541 36.3458 36.2884 37.3113 38.4282 39.7947 40.7273 42.9322 44.9341 47.5497 50.9644 56.6827 59.6784 58.7323 59.565 64.5511 65.1118 68.8746 71.4721 69.1762 71.1614 73.2342 72.97 77.7846 79.9399 76.8397 78.2332 80.0456 78.8945 77.4984 77.0537 75.3444 77.5461 76.3911 75.5468 79.4062 75.2658 77.492 73.8968
#89 梁各庄/220kV.4#主变-高 6.1272 6.1272 6.1272 6.1089 6.1891 6.3021 6.499 6.7749 7.0506 7.3264 7.4684 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 7.6103 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.0918 8.2409 8.3899 8.6774 9.0316 9.4044 9.7405 9.9277 10.1148 10.1148 10.1148 10.1148 10.1148 10.1148 10.1148 10.1148 10.1148 10.1148 10.1148 10.1148 10.1148 10.1148 9.9657 9.8166 9.5478 9.175 8.8205 8.466 8.2789 8.0918 8.0918 8.0918
#90 朝阳门/220kV.2211-22待用 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#91 高丽营/220kV.2#主变-高 72.9198 73.527 73.8311 73.8321 73.5289 76.8717 74.7449 78.3938 75.9602 78.6957 78.3926 74.7442 77.4807 75.6568 76.8717 73.8327 75.0485 73.2232 75.9604 73.833 73.8327 76.5673 78.6972 77.7834 77.7834 77.1754 80.2176 78.0879 77.4794 74.7442 74.7436 71.7023 68.6636 65.6212 64.1009 62.8847 59.8451 59.54 55.588 54.6761 57.6407 57.1758 55.084 54.6191 53.9219 53.2246 52.5277 52.0625 51.5977 50.668 50.668 50.2036 51.1334 50.2031 50.4363 50.668 50.4355 50.4363 51.1328 50.9011 52.2958 52.2958 56.2468 55.0846 56.4785 58.1062 58.8031 60.8951 62.2892 62.5215 64.8469 66.0095 68.3328 73.2146 72.9805 74.6091 75.5371 76.2358 76.0024 79.7212 79.4883 81.8142 81.5803 80.6506 82.0461 80.1865 78.3269 77.8616 75.5388 74.8403 72.9814 75.77 73.9116 74.1433 75.7708 77.3965
#92 李遂/220kV.1#主变-高 57.2254 62.2402 66.7535 63.2431 62.7417 62.2402 63.2431 67.255 64.7476 71.2668 65.7505 66.252 63.7447 60.7357 67.255 68.258 59.2313 62.7417 62.2402 61.2373 63.2431 65.2491 66.252 62.7417 66.7535 69.2608 63.2431 64.2461 58.7298 60.7357 61.2373 59.7328 59.7328 57.2254 51.2077 54.718 50.7062 48.1988 49.2018 44.6885 48.4 49.5 52.8 53.35 42.9 42.35 41.8 44.55 45.1 44.0 45.65 45.65 44.0 44.0 43.45 42.9 42.9 50.05 47.85 48.4 47.85 47.85 51.15 56.65 50.6 56.65 55.0 53.9 56.1 61.6 57.75 63.25 65.45 67.65 66.55 70.95 74.25 75.35 75.9 75.35 81.4 81.95 83.6 81.4 73.7 77.55 75.35 67.1 61.6 59.95 63.8 63.25 66.55 62.7 63.25 66.0
#93 聂各庄/220kV.2218未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#94 李遂/220kV.3#主变-高 59.95 57.75 64.9 63.25 62.15 65.45 58.85 67.65 64.35 67.65 70.4 66.0 60.5 66.55 69.3 65.45 63.8 64.9 63.8 62.7 64.35 64.9 70.95 67.1 64.35 67.1 59.95 62.7 62.15 62.15 64.35 70.95 63.25 57.75 55.0 52.25 50.05 47.3 45.1 44.0 44.0 44.55 47.85 48.4 37.95 37.95 37.4 40.15 40.15 39.05 41.25 41.25 39.6 39.6 39.05 37.95 38.5 45.65 43.45 44.0 42.9 42.9 46.2 51.15 45.65 51.15 50.05 48.95 51.15 56.1 52.25 57.75 59.4 62.15 61.05 64.9 67.65 67.1 69.3 69.3 75.9 75.35 77.0 77.0 68.75 71.5 68.75 61.6 56.1 54.45 58.3 57.75 61.05 57.2 57.75 59.95
#95 望京/220kV.2211待用 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#96 南苑/220kV.3#主变-高 63.8388 63.406 63.6224 63.406 65.0548 66.2708 65.6628 67.4868 68.0948 68.0948 69.9188 68.7028 69.3108 70.5268 68.0948 68.7028 68.7028 67.4868 67.9953 68.4285 69.1502 71.1348 71.1348 72.3507 71.7428 71.7428 71.1348 69.9188 71.1348 68.7028 68.0948 64.4468 60.7989 57.151 56.543 54.111 51.6791 49.2471 47.4231 45.5991 39.05 37.95 36.3 35.75 35.2 34.65 34.1 33.55 33.0 33.0 31.9 31.9 31.8177 31.5986 31.0917 30.8 31.35 31.9 31.9 32.45 33.55 34.65 35.75 37.95 40.15 42.35 44.0 46.2 47.3 48.4 51.7 52.25 54.45 56.65 58.85 61.6 62.15 63.25 63.25 66.55 66.0 67.1 67.1 66.55 67.65 67.65 67.1 66.55 66.55 66.0 65.45 64.35 64.9 65.5321 65.3214 64.1667
#97 阎村北/220kV.2217预留一 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#98 芦城/220kV.1#主变-高 22.7713 22.7315 23.3865 23.9478 24.9562 24.228 24.9562 25.6845 25.6845 26.4129 25.6845 25.6845 26.4129 26.4129 27.1411 24.9562 24.9562 27.1411 26.4129 30.0544 29.2075 31.7481 31.7481 28.5978 30.7827 30.0544 30.5183 29.2581 29.0304 28.5978 28.5978 27.1411 24.9562 24.9562 22.7713 20.5863 21.3147 19.1298 17.6731 16.9448 16.5 15.95 15.4 14.85 14.85 14.3 14.3 13.8074 14.18 13.8098 14.1738 13.2 12.8965 12.9097 12.8201 13.2 13.2 12.65 12.65 13.2 14.3 14.3 15.4 15.4 17.05 16.5 18.15 18.7 19.25 19.8 21.45 20.35 22.0 22.0 21.45 21.84 22.62 23.595 23.1 22.55 23.1 23.65 23.65 24.75 23.65 24.2 23.65 23.1 23.3009 22.6983 22.2965 23.1 23.1 22.55 22.55 23.1
#99 王府井/220kV.2#主变-高 40.9747 44.2418 39.3411 39.3411 40.7024 40.9747 44.2418 40.4302 42.8805 40.9747 40.158 40.158 44.446 48.7341 47.1686 45.6031 42.0638 38.5244 40.0218 41.5192 42.6082 39.3411 37.9799 35.6657 36.2102 32.9431 32.6709 33.4877 34.5767 30.4928 32.1263 27.3618 25.7283 25.7283 23.5502 22.4612 21.6444 20.8277 20.2831 20.8277 19.1609 18.8929 18.8929 18.3569 18.0889 18.0889 17.9549 17.6562 17.5073 17.1249 17.1049 17.3077 17.352 17.0864 17.1441 17.151 17.419 17.419 17.687 18.0889 18.8929 19.1609 20.2328 21.3047 23.3146 25.3245 29.2103 30.0142 30.8182 31.6221 31.8901 33.23 36.7808 40.3316 41.9395 37.1158 39.3937 41.6715 48.2372 43.2794 42.7435 41.6715 41.1356 46.0933 45.0213 44.3514 44.6194 43.0115 44.6194 41.1356 43.5474 41.9395 43.5474 43.5474 41.6715 42.7435
#100 黄寺/220kV.2204未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#101 王府井/220kV.2213-21未运行 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#102 望京/220kV.2213待用 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#103 西北旺/220kV.3#主变-高 34.1159 34.4826 35.4122 34.9539 36.6203 35.0936 35.2782 35.5298 34.9956 35.462 35.5968 35.368 35.2472 35.2954 36.1465 34.2269 35.4105 33.9002 33.1617 32.5164 32.2722 32.7966 33.6608 33.7295 33.5106 34.0448 35.4595 33.0572 31.2765 33.1144 32.8971 31.011 32.7925 29.6681 28.531 25.9351 27.8171 25.4107 25.1109 24.8854 27.6072 27.1419 26.4445 26.3478 26.0101 25.5628 25.0755 25.0329 24.9775 24.6952 23.9746 24.429 24.1545 23.9869 24.2782 24.4606 24.3949 24.6656 24.8125 24.5869 25.0149 25.0929 26.0578 28.2189 27.8496 29.3932 29.1895 31.7148 31.6046 31.7006 32.9671 32.6797 35.3835 35.1579 37.3738 36.3703 36.5597 36.8401 38.735 37.3957 38.4424 37.9481 39.542 38.4508 37.9764 37.7992 37.3306 37.8288 38.28 37.6529 38.0351 36.6094 37.1624 36.8601 38.0854 36.978
#104 菜市口/220kV.3#主变-高 0.2711 0.2657 0.2597 0.2999 0.2637 0.2663 0.2693 0.2693 0.2693 0.2757 0.2792 0.2918 0.29 0.2954 0.296 0.3384 0.3808 0.3832 0.4084 0.4809 0.4898 0.5362 0.6267 0.625 0.6356 0.6573 0.6587 0.6594 0.6559 0.6418 0.6359 0.5664 0.5012 0.4833 0.4698 0.4614 0.4281 0.4036 0.3896 0.3916 0.6097 0.6371 0.5823 0.5777 0.5499 0.551 0.5962 0.5799 0.6026 0.5499 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.591 0.5541 0.5777 0.5604 0.6162 0.6267 0.6353 0.6586 0.7083 0.758 0.7704 0.851 0.806 0.8295 0.7942 0.8345 0.7691 0.799 0.8137 0.8456 0.8339 0.8201 0.8396 0.807 0.8725 0.8282 0.8976 0.8718 0.9456 0.9258 0.8694 0.9376 0.8604 0.806 0.8429 0.8406 0.8483 0.8087
#105 王四营/220kV.2#主变-高 59.2283 60.9113 60.6186 60.7649 60.7649 60.6186 62.96 63.5453 62.96 63.5453 64.1306 64.1306 65.9599 64.5697 64.4233 63.2526 62.5209 61.7893 62.5209 60.6186 61.6429 62.6673 64.1306 63.9843 61.6429 62.5209 61.4966 61.9356 60.7649 59.3747 59.3747 57.6186 54.0334 51.9847 51.3993 48.1067 47.2287 46.3507 44.6678 45.1068 37.7188 36.6468 35.9099 35.1059 34.302 33.9 33.498 33.096 32.694 32.2921 31.4881 30.7512 30.7512 30.3492 30.2152 29.9472 30.3492 30.3492 29.9472 30.7512 31.1531 31.7561 33.23 35.6419 35.9099 36.1108 38.1207 40.4656 40.7336 40.8676 46.0263 45.4903 50.649 53.7308 54.1998 55.4057 57.0136 58.2195 58.9565 60.1624 61.2343 63.1772 61.3683 62.9092 62.9092 62.1723 61.9043 61.7703 62.5743 60.5644 60.9664 60.5644 61.6363 61.3683 61.1004 62.1723
#106 永定/220kV.4#主变-高 73.0696 70.6037 75.3167 73.006 76.8272 76.6234 75.2288 77.1096 82.118 81.7068 80.1251 82.1591 79.7867 81.2113 77.8966 80.4112 77.2554 79.695 79.2558 78.3957 81.0674 80.5756 81.8039 82.5554 82.1292 80.2709 83.5874 78.5808 80.0596 76.0907 76.0776 70.8149 67.6779 61.7664 60.0297 58.3995 55.5354 50.4989 48.564 45.4231 41.8915 39.7069 38.4186 37.8048 36.989 36.267 35.9344 35.6519 35.6281 35.1767 34.9496 34.5682 34.4586 34.3213 34.4309 34.3174 34.551 35.178 35.0447 35.9066 38.577 41.0758 41.1497 43.7118 44.8061 48.6486 49.8155 50.9428 52.305 54.2177 56.1858 60.0336 60.3398 63.884 63.8273 67.8005 66.9372 68.9502 71.5902 73.2296 73.4276 71.8846 74.3596 71.0041 73.0013 71.1071 72.5789 72.2924 71.0054 70.8602 69.6194 69.1416 71.6377 69.4492 71.2774 69.7409
#107 红军营/220kV.2#主变-高 56.6896 55.6867 56.1882 56.6896 56.1882 58.361 58.361 58.0267 58.361 58.5282 61.2023 60.5338 60.701 61.7038 63.5423 59.8653 59.8653 59.1967 61.0352 61.7038 59.8653 60.1995 63.0408 63.3752 62.2052 63.5423 62.2052 63.2081 63.0408 60.1995 59.0296 58.8624 54.3497 52.5112 49.6698 48.3327 46.6614 44.99 42.3158 39.3072 39.6 38.016 36.564 35.508 34.848 34.188 33.528 33.0 32.604 32.34 32.076 31.68 31.812 31.548 31.284 31.152 31.416 31.812 31.284 32.34 32.604 33.924 35.376 36.96 39.468 40.92 42.768 44.088 45.144 46.86 47.52 49.896 52.14 51.744 52.8 56.1 58.608 56.1 55.836 58.74 58.344 59.796 59.4 59.664 60.852 61.116 61.248 60.72 60.324 59.664 60.192 58.08 58.74 58.08 58.608 59.136
#108 下庄/220kV.1#主变-高 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#109 青云店/220kV.云牵 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
#110 草厂/220kV.2#主变-高 25.5712 25.4683 25.0569 25.1597 27.1143 27.9373 28.2459 28.3488 28.966 29.3775 28.4517 28.0402 28.143 28.8631 27.0114 27.7316 28.7603 28.2459 28.143 28.7603 28.7603 29.3775 30.4063 29.857 30.2964 29.9668 30.8177 29.6862 30.0976 29.1718 28.966 27.4229 26.9085 25.5712 24.0281 24.0281 23.2051 23.2051 22.5879 21.7649 19.14 18.612 18.744 18.48 19.14 17.16 16.104 16.368 16.104 15.18 15.444 16.764 17.028 16.896 15.576 15.576 14.388 14.784 16.368 17.16 17.028 18.612 19.536 18.744 20.064 20.856 21.12 21.78 21.516 21.384 22.044 22.704 25.212 26.004 26.664 25.608 27.06 28.248 29.304 29.436 30.096 29.172 30.756 30.756 30.888 29.172 28.644 26.664 25.872 26.796 26.136 25.344 24.684 26.532 27.324 27.852
#111 高丽营/220kV.3#主变-高 71.5248 70.5877 72.1497 72.1497 71.8389 76.5245 72.7761 76.8376 74.3381 76.8376 76.8362 73.0879 75.8994 74.024 74.9632 74.024 71.8379 71.2147 74.0259 71.5261 72.1512 74.9613 76.5251 75.8997 75.2746 75.274 78.3996 76.5255 74.9613 72.7744 72.7768 69.6525 67.7765 63.4026 61.8415 60.9046 57.4671 57.4676 53.7188 53.0946 55.7814 55.5488 53.457 52.9922 52.2953 51.366 50.9004 50.4355 49.9714 49.041 49.0413 48.5767 49.7383 49.6546 49.5711 49.6899 48.5767 48.5767 49.7388 49.2737 50.4363 50.9008 54.3871 54.1545 54.8516 56.2466 57.1763 58.803 60.1981 62.2898 62.9871 64.6133 66.7063 71.355 71.1211 72.7495 73.4453 74.376 74.6077 77.3965 77.6289 80.1855 79.0242 78.5593 79.2573 78.0942 76.0037 75.3059 73.446 72.748 70.4243 73.4468 71.8188 72.5171 72.7488 75.7703
#112 王府井/220kV.3#主变-高 46.1713 47.8757 46.1713 47.6627 45.9583 47.4496 45.5322 45.9583 46.8105 46.8105 47.0236 46.5974 46.5974 44.5735 45.2127 44.9996 43.7214 43.9343 42.8691 41.8039 41.5909 41.3778 41.1648 40.7387 40.5256 39.4604 40.5256 38.1821 38.6082 37.2234 36.5843 35.519 33.282 31.0451 29.8733 29.6603 29.2342 29.2342 27.9559 27.5298 21.5727 20.7688 20.7688 20.5008 20.5008 19.9985 20.1392 19.9404 19.6968 19.6307 19.7775 19.655 19.4289 19.6968 19.1609 19.4289 19.1609 19.6968 19.6968 19.9648 20.5008 22.3767 22.3767 23.1806 24.7885 26.3964 27.8704 29.2103 31.6221 32.4261 35.1059 39.2597 38.9917 41.4036 43.0115 43.8154 44.3514 47.1652 46.8972 48.5051 50.113 49.0411 49.0411 49.3091 48.5051 49.8451 48.5051 47.9692 47.7012 49.8451 46.8972 47.7012 46.0933 47.7012 46.8972 48.5051
