<! Entity=北京 type=短期母线负荷预测 dataTime='2019-05-23 10:30:02' !>
<StBusLf::北京 planDate='20190524'>
@ id name  p0015 q0015 p0030 q0030 p0045 q0045 p0100 q0100 p0115 q0115 p0130 q0130 p0145 q0145 p0200 q0200 p0215 q0215 p0230 q0230 p0245 q0245 p0300 q0300 p0315 q0315 p0330 q0330 p0345 q0345 p0400 q0400 p0415 q0415 p0430 q0430 p0445 q0445 p0500 q0500 p0515 q0515 p0530 q0530 p0545 q0545 p0600 q0600 p0615 q0615 p0630 q0630 p0645 q0645 p0700 q0700 p0715 q0715 p0730 q0730 p0745 q0745 p0800 q0800 p0815 q0815 p0830 q0830 p0845 q0845 p0900 q0900 p0915 q0915 p0930 q0930 p0945 q0945 p1000 q1000 p1015 q1015 p1030 q1030 p1045 q1045 p1100 q1100 p1115 q1115 p1130 q1130 p1145 q1145 p1200 q1200 p1215 q1215 p1230 q1230 p1245 q1245 p1300 q1300 p1315 q1315 p1330 q1330 p1345 q1345 p1400 q1400 p1415 q1415 p1430 q1430 p1445 q1445 p1500 q1500 p1515 q1515 p1530 q1530 p1545 q1545 p1600 q1600 p1615 q1615 p1630 q1630 p1645 q1645 p1700 q1700 p1715 q1715 p1730 q1730 p1745 q1745 p1800 q1800 p1815 q1815 p1830 q1830 p1845 q1845 p1900 q1900 p1915 q1915 p1930 q1930 p1945 q1945 p2000 q2000 p2015 q2015 p2030 q2030 p2045 q2045 p2100 q2100 p2115 q2115 p2130 q2130 p2145 q2145 p2200 q2200 p2215 q2215 p2230 q2230 p2245 q2245 p2300 q2300 p2315 q2315 p2330 q2330 p2345 q2345 p2400 q2400
#  92  北京.霍南/220kV.1#主变-高	30.2957  0	28.7856  0	27.8977  0	26.5028  0	26.2701  0	25.5235  0	25.2651  0	24.6172  0	24.2119  0	23.7694  0	23.5571  0	23.7258  0	23.2575  0	23.7278  0	22.882  0	23.1866  0	23.568  0	23.7164  0	24.4004  0	24.7854  0	25.3727  0	26.2701  0	27.1556  0	29.4444  0	31.7333  0	33.3137  0	34.54  0	36.1869  0	36.8417  0	38.3309  0	39.2675  0	39.3181  0	40.083  0	41.2121  0	41.5772  0	42.3967  0	43.4513  0	43.5505  0	44.24  0	44.7153  0	45.4435  0	46.0963  0	45.4425  0	46.015  0	45.9902  0	46.3483  0	46.0844  0	45.8314  0	45.7034  0	46.0437  0	45.2967  0	45.1399  0	44.6161  0	44.7758  0	44.0079  0	44.0595  0	44.2619  0	44.1279  0	43.3303  0	44.2013  0	44.3432  0	44.4474  0	44.4811  0	45.6052  0	45.6102  0	46.0537  0	47.0914  0	46.9654  0	47.0428  0	46.6331  0	46.9118  0	47.276  0	47.1857  0	47.8048  0	48.152  0	48.7691  0	49.5737  0	50.0291  0	51.057  0	51.8269  0	53.2079  0	53.3666  0	52.4162  0	52.2852  0	51.808  0	50.7395  0	49.5479  0	47.4992  0	46.2392  0	44.3333  0	42.5911  0	40.6803  0	38.6137  0	37.3289  0	35.5034  0	33.5885  0	
#  93  北京.西马/220kV.2220未运行	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	
#  94  北京.京阳热电厂/220kV.0#启备变-高等值负荷	0.9143  0	1.0143  0	0.9429  0	0.9714  0	0.9437  0	0.9439  0	1.0025  0	1.0013  0	1.0013  0	1.0013  0	0.8857  0	0.9429  0	0.9  0	0.8  0	0.8429  0	0.9429  0	0.9429  0	0.8268  0	0.8241  0	0.8  0	0.752  0	0.8558  0	0.8844  0	0.7786  0	0.7571  0	0.7714  0	0.8714  0	0.9323  0	0.8767  0	0.8028  0	0.804  0	0.7785  0	0.8071  0	0.7644  0	0.8643  0	0.9714  0	1.0  0	0.9286  0	0.9429  0	1.0286  0	1.0953  0	1.0945  0	1.0538  0	1.1752  0	1.1678  0	1.1248  0	1.0124  0	1.1841  0	1.093  0	1.163  0	1.0389  0	0.9896  0	0.9442  0	0.9538  0	0.9113  0	0.9714  0	0.9857  0	1.0714  0	1.0  0	1.1429  0	1.0  0	1.0714  0	1.0756  0	1.1329  0	1.0854  0	1.1927  0	1.1571  0	1.2891  0	1.3409  0	1.2607  0	1.1592  0	1.0701  0	1.0502  0	1.0991  0	1.1099  0	1.0661  0	1.0019  0	0.9971  0	1.0473  0	0.9001  0	1.0786  0	1.117  0	1.0867  0	1.0464  0	1.1372  0	0.9892  0	0.8984  0	0.8166  0	0.8728  0	0.948  0	0.9645  0	0.8823  0	0.9429  0	0.9143  0	0.8857  0	0.9143  0	
#  95  北京.陈留庄/220kV.2#主变-高	54.4039  0	51.2331  0	49.5643  0	48.8968  0	47.5617  0	46.7273  0	47.0611  0	47.2279  0	44.7247  0	44.8916  0	44.7247  0	45.3922  0	44.0572  0	43.3896  0	43.5565  0	43.5565  0	43.3896  0	46.3935  0	43.0559  0	43.3896  0	45.0585  0	46.7273  0	48.7299  0	51.2331  0	56.7403  0	60.2448  0	57.074  0	59.9111  0	62.915  0	65.2513  0	65.9189  0	67.5877  0	69.2565  0	71.5929  0	73.9293  0	77.9344  0	81.9396  0	87.9474  0	83.1078  0	86.2786  0	87.113  0	87.2799  0	89.6163  0	89.7832  0	88.2812  0	86.9461  0	88.1143  0	87.9474  0	86.9461  0	91.1182  0	85.778  0	85.4442  0	86.2786  0	85.4442  0	84.9435  0	83.6085  0	82.9409  0	84.276  0	82.9409  0	85.4442  0	85.2773  0	83.7754  0	82.6072  0	84.4429  0	85.6111  0	84.7767  0	84.4429  0	88.4481  0	86.6124  0	88.9487  0	86.9461  0	84.6098  0	90.6176  0	86.2786  0	88.2812  0	87.4468  0	87.6137  0	89.1156  0	90.9513  0	93.4546  0	91.7858  0	90.7845  0	91.452  0	91.2851  0	91.2851  0	87.7806  0	83.7754  0	84.276  0	76.2656  0	75.2643  0	73.9293  0	72.4273  0	66.7533  0	63.7494  0	60.0779  0	59.2435  0	
#  96  北京.青云店/220kV.云牵	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	
#  97  北京.团河/220kV.2#主变-高	39.6294  0	38.6561  0	37.8218  0	37.1265  0	37.6827  0	36.4313  0	35.3189  0	35.0408  0	34.0674  0	34.6236  0	33.7893  0	34.6236  0	34.6236  0	33.3722  0	32.2598  0	32.1207  0	32.5379  0	32.3988  0	32.5379  0	33.9284  0	35.4579  0	37.2656  0	39.9075  0	40.3247  0	43.3838  0	46.1648  0	48.1115  0	47.5553  0	49.0849  0	48.9458  0	51.7268  0	52.144  0	54.3688  0	55.3422  0	57.4279  0	60.348  0	61.4604  0	61.5994  0	61.3213  0	62.7118  0	64.7976  0	64.1024  0	63.6852  0	64.2414  0	63.9633  0	62.9899  0	61.1823  0	59.0965  0	58.1232  0	59.2356  0	57.9841  0	58.1232  0	58.1232  0	58.4013  0	58.6794  0	57.8451  0	60.2089  0	59.3746  0	57.706  0	60.0699  0	60.6261  0	61.3213  0	62.5728  0	62.5728  0	63.2681  0	63.129  0	65.0757  0	65.771  0	65.3538  0	64.5195  0	63.8243  0	62.4337  0	62.2947  0	61.5994  0	63.4071  0	63.4071  0	65.3538  0	67.9958  0	69.1082  0	70.0815  0	69.1082  0	70.2206  0	69.9425  0	70.2206  0	67.9958  0	67.7177  0	64.2414  0	62.8509  0	60.348  0	58.5403  0	54.5079  0	51.5878  0	50.3363  0	47.6944  0	45.6086  0	44.2181  0	
#  98  北京.玉泉营/220kV.3#主变-高	50.3745  0	49.8657  0	48.0  0	46.9823  0	45.9646  0	45.2862  0	44.2685  0	43.7597  0	43.5901  0	43.2509  0	42.9116  0	42.742  0	42.0636  0	42.2332  0	42.2332  0	42.0636  0	41.894  0	42.5724  0	42.742  0	42.742  0	43.9293  0	44.6078  0	48.0  0	51.3922  0	52.5795  0	55.1237  0	56.8198  0	62.4169  0	59.7032  0	61.6537  0	63.6042  0	64.7915  0	67.5053  0	67.3357  0	68.6926  0	71.0671  0	74.2897  0	74.629  0	76.3251  0	78.3604  0	79.8869  0	78.53  0	78.6996  0	81.0742  0	79.2085  0	81.583  0	82.0918  0	80.5653  0	80.5653  0	80.3957  0	79.8869  0	79.5477  0	78.1908  0	79.3781  0	79.2085  0	76.6643  0	77.682  0	77.8516  0	77.8516  0	77.3427  0	78.0212  0	80.3957  0	77.0035  0	81.9222  0	82.2615  0	80.735  0	80.735  0	79.2085  0	79.2085  0	81.2438  0	82.6007  0	80.9046  0	87.5194  0	82.0918  0	85.3145  0	82.0918  0	85.1449  0	82.2615  0	84.9752  0	84.4664  0	85.1449  0	83.788  0	81.9222  0	82.0918  0	82.4311  0	81.7526  0	79.2085  0	75.8162  0	71.9152  0	73.2721  0	69.2014  0	67.6749  0	64.4523  0	60.212  0	57.4982  0	54.954  0	
#  99  北京.李遂/220kV.1#主变-高	50.3056  0	51.9283  0	44.8964  0	48.1419  0	45.9782  0	43.8145  0	43.8145  0	44.8964  0	47.06  0	43.2736  0	41.6508  0	45.4373  0	48.6828  0	43.8145  0	45.4373  0	44.3554  0	43.8145  0	46.5191  0	44.8964  0	47.601  0	48.1419  0	50.8465  0	49.7646  0	51.3874  0	56.2557  0	53.0102  0	58.4194  0	62.2058  0	60.583  0	63.2876  0	61.124  0	65.4513  0	63.8286  0	68.6968  0	67.615  0	71.9424  0	68.1559  0	75.1879  0	80.5971  0	69.2378  0	75.1879  0	87.0881  0	81.6789  0	75.7288  0	76.8106  0	72.4833  0	68.6968  0	64.9104  0	64.3695  0	64.9104  0	68.6968  0	65.4513  0	65.9922  0	68.6968  0	65.4513  0	68.1559  0	68.6968  0	67.0741  0	69.7787  0	69.2378  0	66.5332  0	68.1559  0	74.647  0	74.647  0	73.5651  0	80.5971  0	76.2697  0	73.0242  0	76.8106  0	71.9424  0	69.7787  0	71.9424  0	72.4833  0	72.4833  0	73.5651  0	74.106  0	73.0242  0	76.8106  0	74.647  0	76.2697  0	70.3196  0	71.9424  0	70.8605  0	72.4833  0	68.1559  0	67.615  0	69.2378  0	66.5332  0	63.8286  0	59.5012  0	56.7966  0	61.124  0	55.1738  0	55.1738  0	53.0102  0	50.3056  0	
#  100  北京.礼贤北/220kV.3#主变-高	2.136  0	2.136  0	2.0141  0	2.2578  0	2.3264  0	2.2306  0	2.2938  0	2.2331  0	2.2502  0	2.2973  0	2.2467  0	2.2231  0	2.1112  0	2.0405  0	2.0207  0	2.0397  0	2.2684  0	2.1917  0	2.0936  0	2.2264  0	2.4002  0	2.5703  0	2.5462  0	2.6512  0	2.6055  0	2.7477  0	2.7136  0	2.7143  0	2.6224  0	2.5291  0	2.4703  0	2.3117  0	2.3959  0	2.466  0	2.7827  0	3.105  0	3.2184  0	3.5664  0	3.5864  0	3.5007  0	3.6006  0	3.2568  0	3.1715  0	3.0845  0	2.9881  0	3.2123  0	3.3395  0	3.2029  0	2.9716  0	2.9321  0	2.8613  0	2.6885  0	2.7103  0	2.6306  0	2.4234  0	2.7673  0	2.5591  0	2.6632  0	2.7312  0	2.8887  0	2.8458  0	2.9381  0	2.9289  0	3.0808  0	2.908  0	3.1013  0	2.8616  0	2.9579  0	3.3922  0	3.0198  0	3.0236  0	3.0394  0	3.2591  0	3.3577  0	4.0746  0	4.7914  0	5.5083  0	6.2251  0	6.4363  0	6.4155  0	6.522  0	6.5647  0	6.4072  0	5.9317  0	6.1574  0	5.7386  0	4.9682  0	4.2904  0	3.6971  0	3.1038  0	2.7115  0	2.3191  0	2.7643  0	2.6408  0	2.9935  0	2.6471  0	
#  101  北京.榆管营/220kV.2213未安装	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	
#  102  北京.华能电厂/220kV.3#启备变-高等值负荷	3.4234  0	3.6606  0	3.4553  0	3.539  0	3.4712  0	3.3815  0	3.4665  0	3.3403  0	3.3844  0	3.4114  0	3.539  0	3.4393  0	3.584  0	3.5225  0	3.5706  0	3.529  0	3.3117  0	3.3955  0	3.4114  0	3.4533  0	3.551  0	3.5809  0	3.6327  0	3.5131  0	3.6765  0	3.5131  0	3.5051  0	3.6028  0	3.5809  0	3.6227  0	3.7623  0	3.86  0	3.7208  0	3.5695  0	3.4183  0	3.0239  0	3.1316  0	3.5423  0	3.319  0	3.3808  0	3.3688  0	3.2911  0	3.5602  0	3.319  0	3.5323  0	3.4904  0	3.514  0	3.3984  0	3.2708  0	3.5419  0	3.2093  0	3.5831  0	3.9569  0	3.6738  0	3.7675  0	3.7974  0	3.9171  0	3.8273  0	3.9968  0	3.7047  0	3.4167  0	3.8624  0	3.9301  0	4.2161  0	4.4444  0	3.9779  0	3.6889  0	4.1164  0	3.947  0	3.7277  0	3.5084  0	3.7277  0	3.4685  0	3.7387  0	3.5852  0	3.7905  0	3.4286  0	3.5932  0	3.5972  0	3.7188  0	3.7068  0	3.6889  0	3.661  0	3.5374  0	3.651  0	3.6091  0	3.5789  0	3.6885  0	3.547  0	3.4915  0	3.4815  0	3.6387  0	3.836  0	3.6367  0	3.6207  0	3.6486  0	
#  103  北京.下庄/220kV.2#主变-高	18.1792  0	32.6581  0	21.3967  0	31.6929  0	34.7495  0	18.1792  0	14.3181  0	24.7751  0	-7.7221  0	6.596  0	-2.8958  0	8.0439  0	4.1828  0	26.7057  0	32.0146  0	6.9177  0	13.3528  0	4.9872  0	-24.6143  0	-13.192  0	12.5484  0	16.7313  0	42.6325  0	28.3144  0	26.8665  0	47.4589  0	37.9671  0	31.3711  0	29.7623  0	-9.3309  0	-4.9872  0	12.2267  0	26.3839  0	15.1225  0	-1.4479  0	-6.1133  0	-3.0567  0	15.2834  0	26.5448  0	42.4717  0	23.1664  0	12.3876  0	15.1225  0	41.1846  0	23.1664  0	13.8355  0	36.6801  0	28.6362  0	21.7185  0	31.3711  0	26.223  0	21.8793  0	24.6143  0	13.8355  0	5.6307  0	-13.9963  0	6.9177  0	9.17  0	6.7569  0	18.5009  0	10.7788  0	23.0055  0	37.1627  0	10.2962  0	6.7569  0	11.2614  0	27.0274  0	-5.309  0	25.4186  0	24.2925  0	22.362  0	23.1664  0	9.3309  0	28.958  0	37.0018  0	26.0622  0	28.4753  0	7.7221  0	8.6874  0	6.1133  0	15.1225  0	6.4351  0	13.8355  0	19.6271  0	2.0914  0	37.4845  0	6.4351  0	26.0622  0	36.6801  0	27.3492  0	18.34  0	40.3803  0	24.4534  0	15.1225  0	17.5356  0	41.0238  0	
#  104  北京.望京/220kV.3#主变-高	36.2202  0	35.3818  0	34.3757  0	33.7049  0	33.2019  0	32.3635  0	31.8604  0	31.022  0	30.6866  0	30.5189  0	30.1835  0	30.1835  0	29.8482  0	29.7677  0	29.5343  0	29.4808  0	29.8482  0	30.1835  0	30.0158  0	30.5189  0	31.1896  0	32.1958  0	32.8665  0	34.8787  0	36.891  0	38.5678  0	41.5862  0	42.5923  0	45.946  0	49.4674  0	50.4736  0	52.9889  0	56.5103  0	57.8518  0	60.5347  0	62.3793  0	65.0623  0	66.2361  0	68.416  0	69.7575  0	69.5898  0	70.5959  0	72.1051  0	70.9313  0	72.2728  0	72.6082  0	72.7758  0	72.4405  0	72.1051  0	72.7758  0	71.4344  0	70.9313  0	70.0929  0	70.5959  0	70.4282  0	70.0929  0	70.0929  0	69.7575  0	68.9191  0	71.2667  0	69.2544  0	69.9252  0	70.0929  0	70.9313  0	69.9252  0	70.7636  0	70.4282  0	70.4282  0	69.2544  0	69.2544  0	66.2361  0	65.733  0	64.2238  0	63.7208  0	62.3793  0	63.3854  0	62.547  0	62.2116  0	63.05  0	62.0439  0	60.7024  0	61.0378  0	58.3548  0	57.0133  0	57.0133  0	56.0072  0	54.8334  0	52.3181  0	48.629  0	49.1321  0	46.6168  0	44.7722  0	43.2631  0	41.2508  0	39.9093  0	38.0648  0	
#  105  北京.左安门/220kV.2213未运行	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	
#  106  北京.广阳/220kV.4#主变-高	31.2342  0	30.2023  0	29.6039  0	28.2875  0	27.9408  0	26.9956  0	26.7742  0	26.9163  0	26.4508  0	26.5976  0	25.9205  0	26.1897  0	25.8649  0	25.7169  0	25.3928  0	25.4077  0	25.3014  0	25.6279  0	25.4647  0	25.6009  0	26.6688  0	29.4701  0	28.9905  0	29.8359  0	32.4224  0	35.0089  0	36.7449  0	37.8227  0	38.2364  0	39.7102  0	41.8629  0	43.3336  0	43.8176  0	44.4918  0	45.6042  0	46.5291  0	48.3684  0	49.4131  0	48.8697  0	51.075  0	49.7218  0	50.424  0	50.8263  0	52.6498  0	50.9111  0	49.8436  0	49.5637  0	50.004  0	47.915  0	48.6538  0	47.9429  0	46.5847  0	47.7509  0	45.7596  0	47.0549  0	47.8518  0	45.2485  0	45.7669  0	45.6742  0	46.8506  0	48.236  0	46.5806  0	47.8573  0	48.4205  0	48.9705  0	49.6029  0	51.1116  0	53.014  0	52.4419  0	52.8303  0	51.7935  0	52.1826  0	52.3463  0	52.352  0	52.9604  0	53.6679  0	57.0461  0	56.6196  0	56.6029  0	58.5826  0	57.7463  0	56.4279  0	57.9821  0	56.8544  0	55.2728  0	55.552  0	51.3335  0	49.6886  0	46.0012  0	43.8772  0	41.8446  0	38.7369  0	38.143  0	36.1821  0	35.0613  0	32.4725  0	
#  107  北京.知春里/220kV.2#主变-高	69.961  0	66.6793  0	63.3975  0	62.2041  0	60.8616  0	60.2649  0	59.0716  0	57.8782  0	56.834  0	56.3865  0	56.0882  0	55.939  0	56.5357  0	56.9832  0	56.834  0	57.1323  0	57.4307  0	57.2815  0	57.2815  0	58.1765  0	59.5191  0	62.2041  0	63.9942  0	67.5743  0	71.7511  0	74.5853  0	77.6433  0	80.7013  0	86.0714  0	88.9057  0	91.5908  0	99.7951  0	102.6294  0	105.0161  0	109.6404  0	114.4139  0	122.9166  0	119.1873  0	123.3641  0	120.0823  0	127.2425  0	125.3033  0	127.8392  0	129.7784  0	130.5243  0	129.4801  0	132.3143  0	133.3585  0	132.4635  0	130.5243  0	128.7342  0	128.7342  0	126.9442  0	123.6624  0	122.7674  0	121.8724  0	122.3199  0	123.3641  0	121.5741  0	123.6624  0	121.7232  0	122.7674  0	124.8558  0	126.3475  0	127.2425  0	129.6293  0	126.4967  0	128.1376  0	126.4967  0	129.7784  0	123.2149  0	122.0216  0	122.4691  0	126.1983  0	117.6956  0	120.0823  0	116.2039  0	121.5741  0	117.6956  0	118.4415  0	116.2039  0	117.0989  0	111.5796  0	111.5796  0	111.1321  0	107.552  0	105.1653  0	102.7786  0	99.1985  0	95.1709  0	94.2758  0	89.6515  0	87.414  0	82.7897  0	80.1046  0	77.2704  0	
#  108  北京.怀柔/220kV.3#主变-高	51.9663  0	50.0909  0	49.5551  0	49.0192  0	48.4833  0	47.4117  0	47.9475  0	46.8759  0	46.6079  0	46.0721  0	45.5363  0	45.5363  0	46.0721  0	45.2683  0	45.0004  0	44.4646  0	45.0004  0	46.34  0	46.34  0	47.6796  0	49.0192  0	51.1625  0	52.7701  0	55.7172  0	57.5926  0	58.9322  0	59.468  0	59.736  0	58.9322  0	59.2001  0	60.5397  0	62.951  0	65.0944  0	67.7736  0	69.1132  0	69.381  0	72.5961  0	71.5244  0	72.864  0	72.0602  0	73.3998  0	75.5432  0	76.3469  0	76.3469  0	77.1507  0	73.9357  0	72.864  0	69.649  0	67.7736  0	66.434  0	65.8981  0	65.6302  0	66.9698  0	67.2377  0	68.3094  0	68.3094  0	68.5773  0	70.1848  0	69.9169  0	69.649  0	70.9886  0	72.5961  0	73.1319  0	75.0073  0	74.4715  0	74.4715  0	75.2753  0	76.079  0	76.8828  0	76.079  0	76.3469  0	75.8111  0	74.7394  0	74.4715  0	73.3998  0	72.864  0	72.5961  0	73.6677  0	74.7394  0	75.2753  0	75.8111  0	75.8111  0	76.079  0	75.2753  0	74.2036  0	72.864  0	71.7923  0	68.8452  0	66.9698  0	64.2906  0	61.6114  0	59.2001  0	57.8605  0	56.253  0	53.5739  0	53.038  0	
#  109  北京.西马/220kV.2219未运行	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	0.0  0	
#  110  北京.富力城/220kV.1#主变-高	30.6391  0	27.9157  0	27.2348  0	26.5539  0	26.3837  0	26.0433  0	25.5326  0	25.1922  0	25.022  0	24.6815  0	24.5113  0	24.3411  0	24.3411  0	24.5113  0	23.8304  0	24.0007  0	24.0007  0	24.1709  0	24.0007  0	24.3411  0	25.1922  0	25.873  0	27.7454  0	29.7029  0	31.6604  0	29.788  0	32.3413  0	34.7244  0	38.6394  0	41.0224  0	42.2139  0	43.4054  0	45.7885  0	49.3631  0	50.7248  0	52.2568  0	51.4057  0	53.7887  0	53.4483  0	54.81  0	55.4909  0	56.5122  0	54.81  0	56.6824  0	56.5122  0	57.7037  0	54.81  0	57.1931  0	55.3207  0	53.4483  0	53.4483  0	53.6185  0	54.9802  0	55.8313  0	53.9589  0	54.2994  0	52.9376  0	52.9376  0	53.1078  0	52.9376  0	54.6398  0	54.81  0	53.9589  0	57.8739  0	54.6398  0	59.2357  0	55.1504  0	57.0228  0	54.4696  0	54.81  0	52.9376  0	53.6185  0	49.8737  0	52.2568  0	49.3631  0	47.3204  0	48.512  0	46.1289  0	46.4694  0	49.8737  0	48.6822  0	47.4907  0	43.5757  0	44.0863  0	41.8735  0	43.065  0	40.8522  0	41.0224  0	37.4478  0	35.5754  0	36.5967  0	32.6817  0	34.3839  0	31.8307  0	31.4902  0	31.6604  0	
